Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera
3.0,4.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,1.0,5.0
5.0,1.0,5.0,1.0,5.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0
4.0,2.0,1.0,3.0,1.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0
3.0,2.0,2.0,3.0,4.0,5.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0
3.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
4.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0
4.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0
3.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0
5.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0
1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0
4.0,4.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0
5.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0
1.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0
2.0,3.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0
4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0
3.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
5.0,3.0,3.0,2.0,2.0,3.0,3.76,1.0,1.0,5.0,2.77,4.0,1.0,1.0,2.0,5.0,1.0
3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,3.0
1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0
3.0,3.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,4.0
5.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
2.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,2.83,1.0,1.0,2.0
3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0
4.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0
2.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0
4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0
4.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0
1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0
2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0
2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0
1.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0
5.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0
4.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0
3.0,2.0,1.0,2.0,2.0,5.0,3.76,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
4.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0
4.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0
4.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0
1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
4.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0
3.0,3.0,1.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0
4.0,3.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0
3.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0
4.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0
2.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0
2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0
4.0,2.0,1.0,2.0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0
3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0
4.0,2.0,1.0,2.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0
5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0
2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0
3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0
2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0
3.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0
3.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0
4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0
3.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0
3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0
4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
3.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0
5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,1.0
4.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0
4.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,1.0
2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
5.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0
3.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,2.0
2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0
2.0,1.0,1.0,2.0,4.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0
5.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0
3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.83,4.0,2.0,2.0
5.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0
4.0,4.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0
2.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0
3.0,2.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,1.0,1.0
3.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.76,2.0,2.0,2.0,2.0,2.0
4.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0
4.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.36,2.46,2.91,2.77,2.76,3.14,2.83,1.0,1.0,1.0
2.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0
2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0
3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0
3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0
3.0,3.0,1.0,4.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0
4.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0
2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,2.0,1.0,2.0
2.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,1.0
3.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0
3.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,4.0,1.0,5.0
3.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0
2.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0
3.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0
4.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0
4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,3.0,3.0
2.0,2.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0
5.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0
1.0,3.0,5.0,4.0,1.0,3.0,5.0,2.0,2.46,1.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0
4.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,2.83,3.0,4.0,1.0
5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0
3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0
2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.84,4.0,2.0
3.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0
1.0,5.0,5.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0
4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0
5.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0
3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0
4.0,2.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0
4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0
3.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0
5.0,5.0,1.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0
4.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
5.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0
2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,2.76,3.0,5.0,2.0,1.0,3.0
3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0
3.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0
3.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,2.46,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0
3.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,2.0,5.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0
1.0,2.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0
3.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0
2.0,5.0,4.0,5.0,2.0,2.0,5.0,4.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0
4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0
3.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,2.0
3.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,2.83,4.0,2.0,2.0
3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,4.0,4.0,1.0
2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0
3.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,2.0,3.0
3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0
3.0,2.0,2.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0
3.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0
3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0
5.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,2.0
4.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0
2.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,1.0,3.0
3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0
3.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0
1.0,4.0,2.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0
1.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0
5.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0
2.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,3.0,3.0,5.0,4.0,2.0,1.0,2.0
3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,2.0,2.0
4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0
3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0
5.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,2.0,1.0
3.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.14,1.0,1.0,2.0,1.0
2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0
3.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0
5.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0
4.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0
5.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,2.84,1.0,1.0
4.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0
5.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0
4.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0
5.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0
4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0
3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0
4.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,2.84,4.0,1.0
3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0
5.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0
3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,2.0
3.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0
4.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
3.0,2.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0
4.0,3.0,2.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,2.0,5.0,1.0
4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0
2.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0
4.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0
3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0
5.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,5.0,1.0
2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0
4.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0
1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0
3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0
3.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0
3.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0
2.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0
2.0,3.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0
1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0
4.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0
4.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0
4.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0
5.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0
2.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0
1.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,4.0,1.0,2.0
4.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0
3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0
3.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0
1.0,5.0,5.0,2.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0
3.0,2.0,1.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0
2.0,4.0,2.0,4.0,2.0,5.0,1.0,2.36,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0
3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0
3.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,3.0,2.0
3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0
